path,filename,width,height,ratio,is_portrait,ratio_916_ok,ratio_diff,megapixels
assets/luna_stories_assets/01_luna_adulte/luna_adulte_ceo_01.png,luna_adulte_ceo_01.png,1536,1024,1.5,False,False,0.9375,1.57
assets/luna_stories_assets/04_univers_et_decors/decor_salon_moderne_noir_01.png,decor_salon_moderne_noir_01.png,1536,1024,1.5,False,False,0.9375,1.57
assets/luna_stories_assets/06_personnage_masculin_noir/malik_adulte_neutral_canon_realiste_01.png,malik_adulte_neutral_canon_realiste_01.png,1536,1024,1.5,False,False,0.9375,1.57
assets/luna_stories_assets/06_personnage_masculin_noir/malik_adulte_travail_couloir_jour_01.png,malik_adulte_travail_couloir_jour_01.png,1536,1024,1.5,False,False,0.9375,1.57
assets/luna_stories_assets/06_personnages_secondaires_a_valider/sophie_drh_yawatch_neutral_canon_01.png,sophie_drh_yawatch_neutral_canon_01.png,1536,1024,1.5,False,False,0.9375,1.57
assets/luna_stories_assets/07_documents_reference_a_valider/schema_llm_contextes_01.png,schema_llm_contextes_01.png,1536,1024,1.5,False,False,0.9375,1.57
assets/luna_stories_assets/09_decors_paris_la_defense/pack_04_quartiers_paris/paris_reel_respiration_jour_contemporain_01.png,paris_reel_respiration_jour_contemporain_01.png,1535,1024,1.499,False,False,0.9365,1.57
assets/luna_stories_assets/10_famille_luna/luna_pere_bureau_verre_silence_01.png,luna_pere_bureau_verre_silence_01.png,556,372,1.4946,False,False,0.9321,0.21
assets/luna_stories_assets/05_objets_symboliques_poupees/poupee_luna_allongee_04.jpg,poupee_luna_allongee_04.jpg,2048,1399,1.4639,False,False,0.9014,2.87
assets/luna_stories_assets/10_famille_luna/luna_parents_portrait_officiel_yawatch_01.png,luna_parents_portrait_officiel_yawatch_01.png,1498,1050,1.4267,False,False,0.8642,1.57
assets/luna_stories_assets/10_famille_luna/luna_pere_intimidation_contact_01.png,luna_pere_intimidation_contact_01.png,559,393,1.4224,False,False,0.8599,0.22
assets/luna_stories_assets/04_univers_et_decors/monde_luna_transition_cosmique_01.jpg,monde_luna_transition_cosmique_01.jpg,2048,1463,1.3999,False,False,0.8374,3.0
assets/luna_stories_assets/10_famille_luna/luna_parents_rue_parisienne_01.png,luna_parents_rue_parisienne_01.png,558,413,1.3511,False,False,0.7886,0.23
assets/luna_stories_assets/09_decors_paris_la_defense/pack_02_la_defense_quotidienne/PACK02_LA_DEFENSE_QUOTIDIENNE_PLANCHE.jpg,PACK02_LA_DEFENSE_QUOTIDIENNE_PLANCHE.jpg,1080,820,1.3171,False,False,0.7546,0.89
assets/luna_stories_assets/09_decors_paris_la_defense/pack_05_appartements_vie_normale/PACK05_APPARTEMENTS_VIE_NORMALE_PLANCHE.jpg,PACK05_APPARTEMENTS_VIE_NORMALE_PLANCHE.jpg,1080,820,1.3171,False,False,0.7546,0.89
assets/luna_stories_assets/10_famille_luna/luna_parents_soiree_canape_01.png,luna_parents_soiree_canape_01.png,559,428,1.3061,False,False,0.7436,0.24
assets/luna_stories_assets/00_assets_deja_dans_app/app_aby_enfant_current.png,app_aby_enfant_current.png,1402,1122,1.2496,False,False,0.6871,1.57
assets/luna_stories_assets/00_assets_deja_dans_app/app_luna_enfant_current.png,app_luna_enfant_current.png,1402,1122,1.2496,False,False,0.6871,1.57
assets/luna_stories_assets/02_luna_enfant/luna_enfant_chambre_poupee_01.png,luna_enfant_chambre_poupee_01.png,1402,1122,1.2496,False,False,0.6871,1.57
assets/luna_stories_assets/03_aby/aby_enfant_canon_apk_maquette_ville_01.png,aby_enfant_canon_apk_maquette_ville_01.png,1402,1122,1.2496,False,False,0.6871,1.57
assets/luna_stories_assets/episodes/EP01_LA_VILLE_DANS_LA_CHAMBRE/EP01_PLAN_05_ref_chambre_poupee.png,EP01_PLAN_05_ref_chambre_poupee.png,1402,1122,1.2496,False,False,0.6871,1.57
assets/luna_stories_assets/episodes/EP01_LA_VILLE_DANS_LA_CHAMBRE/EP01_PLAN_06_ref_aby_maquette_ville.png,EP01_PLAN_06_ref_aby_maquette_ville.png,1402,1122,1.2496,False,False,0.6871,1.57
assets/luna_stories_assets/10_famille_luna/luna_parents_cuisine_matin_01.png,luna_parents_cuisine_matin_01.png,559,470,1.1894,False,False,0.6269,0.26
assets/luna_stories_assets/09_decors_paris_la_defense/pack_01_yawatch_industries/luna_bureau_la_defense_jour_01.png,luna_bureau_la_defense_jour_01.png,474,410,1.1561,False,False,0.5936,0.19
assets/luna_stories_assets/09_decors_paris_la_defense/pack_01_yawatch_industries/luna_bureau_la_defense_jour_logo_01.png,luna_bureau_la_defense_jour_logo_01.png,474,410,1.1561,False,False,0.5936,0.19
