timestamp,exp_id,question,metric,label,engine,varied_param,value,seed,duration_sec,ssim_face_min,lighting_face_pct,flicker_face,flow_face,flow_shoulders,flow_hair,flow_full,translation_risk,organic_score,face_residual,background_lighting_pct,background_flicker,gate_passed,mp4
2026-06-22T03Z,wan_restore,La restauration GFPGAN sauve-t-elle l identite de Wan sans casser le mouvement ?,delta ssim_face_min,wan_clip__avant,,restore,none,,5.12,0.7747,12.0112,0.31,0.2145,0.2694,0.1829,0.143,0.0211,0.857,0.1967,5.3989,0.2126,False,/workspace/wan_clip.mp4
2026-06-22T03Z,wan_restore,La restauration GFPGAN sauve-t-elle l identite de Wan sans casser le mouvement ?,delta ssim_face_min,wan_clip__apres_gfpgan,,restore,gfpgan,,5.12,0.7677,12.3284,0.354,0.3072,0.3169,0.2596,0.1788,0.0156,0.8404,0.2973,5.3631,0.2238,False,/workspace/yawatch-luna-stories/content/experiments/wan_restore/clips/wan_clip_restored_gfpgan.mp4
